"","size","means","medians","ordering"
"3137","N=760",11.4263157894737,7,760
"3138","N=760",11.3618421052632,8,760
"3139","N=760",11.55,8,760
"3140","N=760",11.4960526315789,7,760
"3141","N=760",11.8723684210526,7,760
"3142","N=760",11.9973684210526,7,760
"3143","N=760",12.1763157894737,8,760
"3144","N=760",11.7565789473684,7,760
"3145","N=760",11.4710526315789,7,760
"3146","N=760",11.1815789473684,7,760
"3147","N=760",11.5684210526316,7,760
"3148","N=760",11.3684210526316,7,760
"3149","N=760",11.5289473684211,8,760
"3150","N=760",11.4473684210526,7,760
"3151","N=760",11.0802631578947,7,760
"3152","N=760",11.8644736842105,7,760
"3153","N=760",11.0486842105263,8,760
"3154","N=760",11.9763157894737,7,760
"3155","N=760",11.5315789473684,8,760
"3156","N=760",11.6736842105263,7,760
"3157","N=760",11.3894736842105,8,760
"3158","N=760",11.9986842105263,8,760
"3159","N=760",11.3184210526316,7,760
"3160","N=760",10.9407894736842,8,760
"3161","N=760",11.1631578947368,7,760
"3162","N=760",12.2039473684211,8,760
"3163","N=760",11.2473684210526,7,760
"3164","N=760",11.3842105263158,7,760
"3165","N=760",11.0907894736842,8,760
"3166","N=760",11.2986842105263,8,760
"3167","N=760",11.2394736842105,8,760
"3168","N=760",11.9907894736842,7,760
"3169","N=760",11.5118421052632,7,760
"3170","N=760",11.0671052631579,7,760
"3171","N=760",11.2184210526316,8,760
"3172","N=760",11.6394736842105,7,760
"3173","N=760",11.8776315789474,7.5,760
"3174","N=760",11.2815789473684,8,760
"3175","N=760",12.3723684210526,7,760
"3176","N=760",11.8381578947368,8,760
"3177","N=760",11.45,7,760
"3178","N=760",11.0986842105263,7,760
"3179","N=760",10.9776315789474,8,760
"3180","N=760",10.9460526315789,7,760
"3181","N=760",11.0407894736842,7,760
"3182","N=760",10.9328947368421,8,760
"3183","N=760",10.6605263157895,7,760
"3184","N=760",11.0092105263158,7,760
"3185","N=760",10.7539473684211,8,760
"3186","N=760",11.2947368421053,7,760
"3187","N=760",11.6039473684211,7,760
"3188","N=760",11.425,7,760
"3189","N=760",11.4565789473684,8,760
"3190","N=760",11.1828947368421,8,760
"3191","N=760",11.4039473684211,6.5,760
"3192","N=760",11.1539473684211,7,760
"3193","N=760",10.9960526315789,7,760
"3194","N=760",11.8236842105263,7,760
"3195","N=760",11.8197368421053,8,760
"3196","N=760",11.2552631578947,7.5,760
"3197","N=760",11.8855263157895,7,760
"3198","N=760",11.1144736842105,7,760
"3199","N=760",11.4605263157895,8,760
"3200","N=760",11.6026315789474,8,760
"3201","N=760",10.7986842105263,7,760
"3202","N=760",11.5092105263158,8,760
"3203","N=760",10.8921052631579,7,760
"3204","N=760",11.7763157894737,8,760
"3205","N=760",11.6355263157895,7,760
"3206","N=760",12.1486842105263,8,760
"3207","N=760",12.1539473684211,7,760
"3208","N=760",11.4578947368421,8,760
"3209","N=760",11.5052631578947,7,760
"3210","N=760",11.4381578947368,8,760
"3211","N=760",11.0921052631579,7,760
"3212","N=760",11.1842105263158,6,760
"3213","N=760",11.3052631578947,7,760
"3214","N=760",11.1039473684211,8,760
"3215","N=760",11.3723684210526,7,760
"3216","N=760",10.9157894736842,7,760
"3217","N=760",11.4460526315789,7.5,760
"3218","N=760",10.7644736842105,8,760
"3219","N=760",11.4,7,760
"3220","N=760",11.3855263157895,8,760
"3221","N=760",11.5736842105263,8,760
"3222","N=760",11.2078947368421,7,760
"3223","N=760",11.0539473684211,8,760
"3224","N=760",11.3907894736842,7,760
"3225","N=760",11.9776315789474,7,760
"3226","N=760",11.7736842105263,7,760
"3227","N=760",11.1131578947368,8,760
"3228","N=760",11.8552631578947,8,760
"3229","N=760",11.6526315789474,8,760
"3230","N=760",12.0907894736842,8,760
"3231","N=760",11.0144736842105,7,760
"3232","N=760",11.5263157894737,7,760
"3233","N=760",10.8671052631579,8,760
"3234","N=760",11.5223684210526,7,760
"3235","N=760",11.0473684210526,8,760
"3236","N=760",11.6315789473684,7,760
"3237","N=760",11.9789473684211,7,760
"3238","N=760",11.6421052631579,8,760
"3239","N=760",10.9144736842105,7.5,760
"3240","N=760",11.4578947368421,8,760
"3241","N=760",10.1394736842105,8,760
"3242","N=760",11.6289473684211,7,760
"3243","N=760",11.8092105263158,7,760
"3244","N=760",10.6855263157895,7,760
"3245","N=760",11.1644736842105,8,760
"3246","N=760",11.7960526315789,8,760
"3247","N=760",11.4894736842105,7,760
"3248","N=760",11.7947368421053,7,760
"3249","N=760",11.2368421052632,7,760
"3250","N=760",11.0710526315789,7,760
"3251","N=760",12.5052631578947,8,760
"3252","N=760",11.8131578947368,7,760
"3253","N=760",11.8710526315789,7,760
"3254","N=760",11.0618421052632,7,760
"3255","N=760",11.0118421052632,8,760
"3256","N=760",11.5592105263158,7,760
"3257","N=760",12.0921052631579,8,760
"3258","N=760",11.3473684210526,8,760
"3259","N=760",11.8894736842105,8,760
"3260","N=760",11.4434210526316,8,760
"3261","N=760",11.4657894736842,7,760
"3262","N=760",11.7565789473684,7,760
"3263","N=760",10.7302631578947,8,760
"3264","N=760",11.4671052631579,7,760
"3265","N=760",11.3328947368421,7,760
"3266","N=760",10.6842105263158,8,760
"3267","N=760",11.375,7,760
"3268","N=760",11.0605263157895,8,760
"3269","N=760",11.4815789473684,7,760
"3270","N=760",11.2697368421053,8,760
"3271","N=760",10.7157894736842,7,760
"3272","N=760",10.8026315789474,7.5,760
"3273","N=760",11.5657894736842,8,760
"3274","N=760",10.2815789473684,8,760
"3275","N=760",10.8236842105263,8,760
"3276","N=760",11.3960526315789,6,760
"3277","N=760",11.2657894736842,7,760
"3278","N=760",11.6078947368421,7,760
"3279","N=760",11.6934210526316,7.5,760
"3280","N=760",11.0842105263158,8,760
"3281","N=760",11.4513157894737,7,760
"3282","N=760",11.0131578947368,7,760
"3283","N=760",11.9026315789474,7,760
"3284","N=760",10.9631578947368,7,760
"3285","N=760",11.8421052631579,7,760
"3286","N=760",10.9644736842105,7,760
"3287","N=760",11.4434210526316,8,760
"3288","N=760",11.6078947368421,8,760
"3289","N=760",10.6486842105263,8,760
"3290","N=760",10.9907894736842,7.5,760
"3291","N=760",11.2921052631579,8,760
"3292","N=760",11.7289473684211,7,760
"3293","N=760",11.4447368421053,8,760
"3294","N=760",11.2105263157895,7,760
"3295","N=760",11.5197368421053,8,760
"3296","N=760",10.9105263157895,8,760
"3297","N=760",11.1592105263158,7.5,760
"3298","N=760",11.6671052631579,7,760
"3299","N=760",11.9907894736842,7.5,760
"3300","N=760",11.5118421052632,7,760
"3301","N=760",11.5592105263158,7,760
"3302","N=760",11.6578947368421,7,760
"3303","N=760",11.2315789473684,7,760
"3304","N=760",11.5197368421053,7,760
"3305","N=760",11.7,8,760
"3306","N=760",11.5131578947368,8,760
"3307","N=760",11.1065789473684,8,760
"3308","N=760",11.6184210526316,8,760
"3309","N=760",11.2302631578947,8,760
"3310","N=760",11.8039473684211,8,760
"3311","N=760",11.4697368421053,7,760
"3312","N=760",11.3013157894737,7.5,760
"3313","N=760",11.2460526315789,7.5,760
"3314","N=760",11.4276315789474,8,760
"3315","N=760",11,6,760
"3316","N=760",12.0513157894737,8,760
"3317","N=760",11.0473684210526,8,760
"3318","N=760",11.0657894736842,8,760
"3319","N=760",11.8618421052632,7,760
"3320","N=760",11.0539473684211,7,760
"3321","N=760",11.4065789473684,7,760
"3322","N=760",11.6184210526316,7,760
"3323","N=760",10.7526315789474,8,760
"3324","N=760",11.2526315789474,7,760
"3325","N=760",11.3197368421053,8,760
"3326","N=760",11.4697368421053,8,760
"3327","N=760",10.6460526315789,8,760
"3328","N=760",10.9986842105263,7,760
"3329","N=760",11.1565789473684,8,760
"3330","N=760",11.4197368421053,8,760
"3331","N=760",11.0460526315789,8,760
"3332","N=760",11.2447368421053,7,760
"3333","N=760",12.0302631578947,7.5,760
"3334","N=760",11.4421052631579,8,760
"3335","N=760",11.2973684210526,7,760
"3336","N=760",11.0447368421053,7,760
"3337","N=760",10.7539473684211,8,760
"3338","N=760",11.3184210526316,8,760
"3339","N=760",11.2065789473684,7,760
"3340","N=760",11.4355263157895,8,760
"3341","N=760",11.0552631578947,7,760
"3342","N=760",11.2171052631579,8,760
"3343","N=760",12.0328947368421,7,760
"3344","N=760",10.9697368421053,8,760
"3345","N=760",11.4210526315789,7,760
"3346","N=760",11.4078947368421,8,760
"3347","N=760",11.7763157894737,8,760
"3348","N=760",11.5565789473684,8,760
"3349","N=760",11.1881578947368,8,760
"3350","N=760",11.9065789473684,7,760
"3351","N=760",11.2052631578947,8,760
"3352","N=760",11.0355263157895,8,760
"3353","N=760",11.4802631578947,7,760
"3354","N=760",11.4263157894737,7,760
"3355","N=760",11.0157894736842,8,760
"3356","N=760",10.7644736842105,8,760
"3357","N=760",11.7355263157895,8,760
"3358","N=760",11.6039473684211,7,760
"3359","N=760",11.4236842105263,8,760
"3360","N=760",11.0644736842105,7,760
"3361","N=760",10.8973684210526,8,760
"3362","N=760",10.6118421052632,7,760
"3363","N=760",11.65,7,760
"3364","N=760",10.5421052631579,7,760
"3365","N=760",11.4368421052632,7,760
"3366","N=760",11.65,8,760
"3367","N=760",11.4368421052632,7,760
"3368","N=760",11.2684210526316,8,760
"3369","N=760",11.8460526315789,8,760
"3370","N=760",11.8868421052632,8,760
"3371","N=760",10.95,7,760
"3372","N=760",11.6789473684211,7.5,760
"3373","N=760",11.7131578947368,7,760
"3374","N=760",10.8342105263158,7,760
"3375","N=760",12.2263157894737,7,760
"3376","N=760",12.0368421052632,7,760
"3377","N=760",11.4657894736842,7,760
"3378","N=760",11.7197368421053,8,760
"3379","N=760",10.7026315789474,7,760
"3380","N=760",11.3105263157895,7,760
"3381","N=760",11.2723684210526,7,760
"3382","N=760",11.3421052631579,7,760
"3383","N=760",11.6934210526316,8,760
"3384","N=760",10.9618421052632,8,760
"3385","N=760",12.4921052631579,8,760
"3386","N=760",11.1657894736842,7,760
"3387","N=760",11.4513157894737,7,760
"3388","N=760",11.3315789473684,8,760
"3389","N=760",10.9921052631579,8,760
"3390","N=760",11.3407894736842,7,760
"3391","N=760",11.3328947368421,8,760
"3392","N=760",10.8644736842105,8,760
"3393","N=760",10.9236842105263,7,760
"3394","N=760",10.5815789473684,8,760
"3395","N=760",11.1842105263158,8,760
"3396","N=760",11.4013157894737,8,760
"3397","N=760",11.4026315789474,7,760
"3398","N=760",11.0013157894737,8,760
"3399","N=760",12.0210526315789,8,760
"3400","N=760",11.1105263157895,7,760
"3401","N=760",10.7184210526316,8,760
"3402","N=760",10.9723684210526,7,760
"3403","N=760",11.0723684210526,7,760
"3404","N=760",11.2828947368421,7,760
"3405","N=760",11.5907894736842,7,760
"3406","N=760",10.1631578947368,7,760
"3407","N=760",12.0197368421053,8,760
"3408","N=760",11.6355263157895,7,760
"3409","N=760",11.3868421052632,7,760
"3410","N=760",10.9894736842105,8,760
"3411","N=760",11.6526315789474,7,760
"3412","N=760",11.0026315789474,8,760
"3413","N=760",11.6,7.5,760
"3414","N=760",11.8473684210526,8,760
"3415","N=760",11.2328947368421,7,760
"3416","N=760",11.4447368421053,8,760
"3417","N=760",11.8973684210526,7,760
"3418","N=760",11.4618421052632,7,760
"3419","N=760",11.0592105263158,7,760
"3420","N=760",11.0592105263158,7,760
"3421","N=760",10.6526315789474,8,760
"3422","N=760",11.1855263157895,7,760
"3423","N=760",11.4210526315789,7,760
"3424","N=760",10.7605263157895,8,760
"3425","N=760",11.4552631578947,8,760
"3426","N=760",11.9039473684211,7,760
"3427","N=760",11.4855263157895,7,760
"3428","N=760",11.0921052631579,7,760
"3429","N=760",11.2118421052632,8,760
"3430","N=760",11.4092105263158,8,760
"3431","N=760",11.5631578947368,7,760
"3432","N=760",11.0578947368421,8,760
"3433","N=760",12.4289473684211,8,760
"3434","N=760",11.5236842105263,7,760
"3435","N=760",12.1092105263158,7.5,760
"3436","N=760",10.9828947368421,8,760
"3437","N=760",10.5289473684211,8,760
"3438","N=760",11.4736842105263,7,760
"3439","N=760",11.0223684210526,7.5,760
"3440","N=760",11.7934210526316,8,760
"3441","N=760",11.7171052631579,8,760
"3442","N=760",11.2828947368421,8,760
"3443","N=760",10.4631578947368,7,760
"3444","N=760",11.1105263157895,7,760
"3445","N=760",11.4815789473684,7,760
"3446","N=760",11.2381578947368,7,760
"3447","N=760",11.7526315789474,8,760
"3448","N=760",10.7907894736842,7,760
"3449","N=760",12.0184210526316,8,760
"3450","N=760",11.1223684210526,8,760
"3451","N=760",10.7355263157895,8,760
"3452","N=760",11.1171052631579,7,760
"3453","N=760",11.4328947368421,8,760
"3454","N=760",11.4381578947368,8,760
"3455","N=760",11.3631578947368,7,760
"3456","N=760",11.7368421052632,7,760
"3457","N=760",12.1473684210526,8,760
"3458","N=760",11.3710526315789,7,760
"3459","N=760",11.3328947368421,7,760
"3460","N=760",11.2868421052632,8,760
"3461","N=760",11.7631578947368,7,760
"3462","N=760",11.175,7,760
"3463","N=760",10.5210526315789,7,760
"3464","N=760",11.1789473684211,7,760
"3465","N=760",11.2657894736842,7,760
"3466","N=760",10.9223684210526,7,760
"3467","N=760",11.5513157894737,8,760
"3468","N=760",11.7618421052632,7,760
"3469","N=760",12.1657894736842,8,760
"3470","N=760",11.4315789473684,8,760
"3471","N=760",11.7078947368421,7,760
"3472","N=760",11.2381578947368,8,760
"3473","N=760",11.1776315789474,7,760
"3474","N=760",12.0881578947368,7,760
"3475","N=760",11.1907894736842,8,760
"3476","N=760",11.3960526315789,8,760
"3477","N=760",10.5763157894737,7,760
"3478","N=760",11.5210526315789,7,760
"3479","N=760",11.6276315789474,7,760
"3480","N=760",11.9552631578947,7,760
"3481","N=760",11.4855263157895,8,760
"3482","N=760",11.6736842105263,7,760
"3483","N=760",10.8710526315789,7,760
"3484","N=760",11.8921052631579,8,760
"3485","N=760",11.9657894736842,7,760
"3486","N=760",10.8644736842105,7,760
"3487","N=760",12.0394736842105,8,760
"3488","N=760",11.0907894736842,7,760
"3489","N=760",10.9342105263158,8,760
"3490","N=760",11.0394736842105,7,760
"3491","N=760",10.6776315789474,8,760
"3492","N=760",11.0973684210526,8,760
"3493","N=760",12.3486842105263,7,760
"3494","N=760",11.2842105263158,8,760
"3495","N=760",10.9131578947368,7,760
"3496","N=760",11.1039473684211,8,760
"3497","N=760",11.1513157894737,8,760
"3498","N=760",12.2763157894737,8,760
"3499","N=760",11.9289473684211,8,760
"3500","N=760",11.0486842105263,8,760
"3501","N=760",10.8592105263158,7,760
"3502","N=760",10.7934210526316,8,760
"3503","N=760",11.1460526315789,7,760
"3504","N=760",11.3828947368421,7,760
"3505","N=760",10.7815789473684,7,760
"3506","N=760",11.4407894736842,7,760
"3507","N=760",11.3894736842105,8,760
"3508","N=760",11.4078947368421,7,760
"3509","N=760",11.3026315789474,7,760
"3510","N=760",10.6144736842105,7,760
"3511","N=760",12.2171052631579,8,760
"3512","N=760",11.0881578947368,8,760
"3513","N=760",11.1105263157895,8,760
"3514","N=760",11.3684210526316,7,760
"3515","N=760",11.5144736842105,8,760
"3516","N=760",11.1657894736842,8,760
"3517","N=760",11.7934210526316,7,760
"3518","N=760",11.4473684210526,7,760
"3519","N=760",11.9421052631579,7,760
"3520","N=760",10.3934210526316,7,760
"3521","N=760",11.5118421052632,7,760
"3522","N=760",11.5578947368421,8,760
"3523","N=760",10.9144736842105,8,760
"3524","N=760",11.0223684210526,8,760
"3525","N=760",11.0815789473684,7,760
"3526","N=760",11.6105263157895,7,760
"3527","N=760",11.9368421052632,8,760
"3528","N=760",11.0105263157895,8,760
"3529","N=760",10.9921052631579,7,760
"3530","N=760",11.4328947368421,7,760
"3531","N=760",10.6197368421053,7,760
"3532","N=760",11.2868421052632,7,760
"3533","N=760",11.4394736842105,8,760
"3534","N=760",11.5539473684211,8,760
"3535","N=760",10.875,7,760
"3536","N=760",11.4144736842105,8,760
"3537","N=760",11.1131578947368,7,760
"3538","N=760",10.8263157894737,7,760
"3539","N=760",11.7986842105263,7,760
"3540","N=760",11.3210526315789,7,760
"3541","N=760",11.2013157894737,8,760
"3542","N=760",12.075,7,760
"3543","N=760",11.4157894736842,7,760
"3544","N=760",11.0565789473684,7,760
"3545","N=760",11.9118421052632,8,760
"3546","N=760",11.0342105263158,8,760
"3547","N=760",11.4986842105263,7,760
"3548","N=760",11.5960526315789,7,760
"3549","N=760",11.3657894736842,7,760
"3550","N=760",11.725,7,760
"3551","N=760",11.8263157894737,8,760
"3552","N=760",11.2907894736842,7,760
"3553","N=760",11.2684210526316,8,760
"3554","N=760",10.8368421052632,7,760
"3555","N=760",11.5171052631579,8,760
"3556","N=760",11.5973684210526,8,760
"3557","N=760",11.5355263157895,8,760
"3558","N=760",11.4552631578947,8,760
"3559","N=760",11.2381578947368,8,760
"3560","N=760",11.4526315789474,7,760
"3561","N=760",11.8960526315789,8,760
"3562","N=760",11.4592105263158,7,760
"3563","N=760",11.3473684210526,7,760
"3564","N=760",11.7039473684211,8,760
"3565","N=760",11.0868421052632,7,760
"3566","N=760",11.7184210526316,7,760
"3567","N=760",11.3657894736842,8,760
"3568","N=760",11.4986842105263,7,760
"3569","N=760",11.1907894736842,6,760
"3570","N=760",11.725,8,760
"3571","N=760",10.5118421052632,7,760
"3572","N=760",11.2802631578947,8,760
"3573","N=760",10.8105263157895,7,760
"3574","N=760",11.4907894736842,7,760
"3575","N=760",11.6118421052632,7,760
"3576","N=760",11.5460526315789,8,760
"3577","N=760",11.6473684210526,8,760
"3578","N=760",10.5315789473684,7,760
"3579","N=760",11.0578947368421,7,760
"3580","N=760",10.5789473684211,7,760
"3581","N=760",11.625,7,760
"3582","N=760",11.5131578947368,7,760
"3583","N=760",11.1578947368421,8,760
"3584","N=760",11.2631578947368,7,760
"3585","N=760",11.7328947368421,7,760
"3586","N=760",11.1657894736842,8,760
"3587","N=760",11.5894736842105,8,760
"3588","N=760",11.4434210526316,6,760
"3589","N=760",12.1789473684211,7,760
"3590","N=760",11.7592105263158,7,760
"3591","N=760",11.5697368421053,7,760
"3592","N=760",11.1776315789474,7,760
"3593","N=760",11.6697368421053,7.5,760
"3594","N=760",11.4236842105263,8,760
"3595","N=760",10.9973684210526,7,760
"3596","N=760",11.5355263157895,7,760
"3597","N=760",11.7802631578947,7,760
"3598","N=760",11.5171052631579,7,760
"3599","N=760",10.5815789473684,7,760
"3600","N=760",11.65,7,760
"3601","N=760",11.8052631578947,7,760
"3602","N=760",11.1013157894737,7,760
"3603","N=760",11.3842105263158,7,760
"3604","N=760",11.1986842105263,7,760
"3605","N=760",11.4644736842105,7,760
"3606","N=760",11.8197368421053,7,760
"3607","N=760",11.2447368421053,8,760
"3608","N=760",11.4263157894737,7,760
"3609","N=760",10.8355263157895,8,760
"3610","N=760",11.7644736842105,8,760
"3611","N=760",10.9907894736842,7,760
"3612","N=760",11.7789473684211,8,760
"3613","N=760",11.7763157894737,8,760
"3614","N=760",11.9447368421053,7,760
"3615","N=760",11.4973684210526,8,760
"3616","N=760",10.8197368421053,8,760
"3617","N=760",11.8763157894737,7,760
"3618","N=760",10.7828947368421,7,760
"3619","N=760",10.8710526315789,8,760
"3620","N=760",10.9065789473684,7,760
"3621","N=760",11.8236842105263,8,760
"3622","N=760",10.9407894736842,8,760
"3623","N=760",11.4434210526316,7,760
"3624","N=760",11.5723684210526,7,760
"3625","N=760",11.4315789473684,7,760
"3626","N=760",11.7592105263158,8,760
"3627","N=760",11.225,8,760
"3628","N=760",11.4973684210526,7,760
"3629","N=760",10.7894736842105,7,760
"3630","N=760",10.9697368421053,8,760
"3631","N=760",12.0842105263158,7,760
"3632","N=760",11.0394736842105,8,760
"3633","N=760",11.2131578947368,8,760
"3634","N=760",11.2828947368421,7,760
"3635","N=760",11.3513157894737,8,760
"3636","N=760",11.4,7,760
"3637","N=760",11.3421052631579,7,760
"3638","N=760",11.6407894736842,8,760
"3639","N=760",11.4539473684211,8,760
"3640","N=760",11.7236842105263,8,760
"3641","N=760",11.2684210526316,7,760
"3642","N=760",11.4026315789474,7,760
"3643","N=760",11.2697368421053,7,760
"3644","N=760",10.6960526315789,7,760
"3645","N=760",11.8118421052632,8,760
"3646","N=760",10.9842105263158,7,760
"3647","N=760",11.6171052631579,7,760
"3648","N=760",11.75,7,760
"3649","N=760",10.7763157894737,8,760
"3650","N=760",11.5447368421053,7,760
"3651","N=760",11.2763157894737,7,760
"3652","N=760",11.0223684210526,8,760
"3653","N=760",11.4236842105263,7,760
"3654","N=760",10.7552631578947,8,760
"3655","N=760",11.4776315789474,7,760
"3656","N=760",11.1105263157895,8,760
"3657","N=760",11.1289473684211,8,760
"3658","N=760",11.4013157894737,8,760
"3659","N=760",11.7592105263158,7,760
"3660","N=760",11.15,7,760
"3661","N=760",11.1657894736842,7,760
"3662","N=760",11.4710526315789,7,760
"3663","N=760",11.4539473684211,7,760
"3664","N=760",10.9473684210526,8,760
"3665","N=760",12.0092105263158,7,760
"3666","N=760",11.5539473684211,8,760
"3667","N=760",12.2802631578947,7,760
"3668","N=760",10.9447368421053,8,760
"3669","N=760",11.7447368421053,7,760
"3670","N=760",11.2105263157895,8,760
"3671","N=760",11.175,7,760
"3672","N=760",10.8934210526316,7,760
"3673","N=760",11.4552631578947,7,760
"3674","N=760",11.9171052631579,7,760
"3675","N=760",11.7381578947368,7,760
"3676","N=760",11.5552631578947,7,760
"3677","N=760",10.6144736842105,7,760
"3678","N=760",11.275,7,760
"3679","N=760",11.3881578947368,8,760
"3680","N=760",11.8973684210526,8,760
"3681","N=760",10.9473684210526,7,760
"3682","N=760",10.9526315789474,6,760
"3683","N=760",11.1421052631579,7,760
"3684","N=760",11.8197368421053,7,760
"3685","N=760",12.15,8,760
"3686","N=760",11.5723684210526,7,760
"3687","N=760",11.9394736842105,8,760
"3688","N=760",11.0131578947368,8,760
"3689","N=760",11.7144736842105,7,760
"3690","N=760",12.0605263157895,8,760
"3691","N=760",11.375,7,760
"3692","N=760",11.4921052631579,7,760
"3693","N=760",10.8421052631579,7,760
"3694","N=760",11.6263157894737,7,760
"3695","N=760",11.2855263157895,7,760
"3696","N=760",11.5842105263158,7,760
"3697","N=760",11.2710526315789,8,760
"3698","N=760",10.95,7,760
"3699","N=760",11.0671052631579,7,760
"3700","N=760",11.225,7,760
"3701","N=760",11.1421052631579,7,760
"3702","N=760",10.8131578947368,7,760
"3703","N=760",11.55,7.5,760
"3704","N=760",11.7947368421053,8,760
"3705","N=760",11.4763157894737,7,760
"3706","N=760",11.4828947368421,7,760
"3707","N=760",11.5947368421053,7,760
"3708","N=760",10.9513157894737,8,760
"3709","N=760",10.3684210526316,7,760
"3710","N=760",10.9605263157895,8,760
"3711","N=760",10.8947368421053,7,760
"3712","N=760",11.1578947368421,8,760
"3713","N=760",11.1473684210526,7.5,760
"3714","N=760",11.2934210526316,8,760
"3715","N=760",11.5,7,760
"3716","N=760",11.7592105263158,8,760
"3717","N=760",10.9526315789474,8,760
"3718","N=760",11.4078947368421,7,760
"3719","N=760",10.8921052631579,7,760
"3720","N=760",11.2855263157895,7,760
"3721","N=760",11.1407894736842,8,760
"3722","N=760",11.5131578947368,7,760
"3723","N=760",10.9144736842105,7,760
"3724","N=760",9.72631578947368,7,760
"3725","N=760",11.7947368421053,7,760
"3726","N=760",10.8328947368421,7,760
"3727","N=760",11.1486842105263,7,760
"3728","N=760",11.3131578947368,7,760
"3729","N=760",11.2276315789474,8,760
"3730","N=760",10.9289473684211,8,760
"3731","N=760",10.7960526315789,8,760
"3732","N=760",10.3447368421053,7,760
"3733","N=760",11.5,8,760
"3734","N=760",11.9026315789474,7,760
"3735","N=760",11.4368421052632,7,760
"3736","N=760",10.8276315789474,7,760
"3737","N=760",10.8039473684211,8,760
"3738","N=760",11.8342105263158,7,760
"3739","N=760",11.3026315789474,7,760
"3740","N=760",11.1223684210526,7,760
"3741","N=760",11.1342105263158,8,760
"3742","N=760",11.8197368421053,7,760
"3743","N=760",11.7197368421053,8,760
"3744","N=760",11.6171052631579,8,760
"3745","N=760",11.825,7,760
"3746","N=760",11.2710526315789,8,760
"3747","N=760",11.2421052631579,8,760
"3748","N=760",11.5934210526316,7,760
"3749","N=760",11.3,8,760
"3750","N=760",11.3013157894737,6,760
"3751","N=760",11.4105263157895,7,760
"3752","N=760",10.7894736842105,8,760
"3753","N=760",11.1644736842105,7,760
"3754","N=760",11.4513157894737,7,760
"3755","N=760",11.7513157894737,8,760
"3756","N=760",11.5236842105263,7,760
"3757","N=760",10.9342105263158,7,760
"3758","N=760",11.6881578947368,7,760
"3759","N=760",11.4894736842105,8,760
"3760","N=760",11.0986842105263,7,760
"3761","N=760",10.7671052631579,8,760
"3762","N=760",11.8276315789474,8,760
"3763","N=760",10.6026315789474,7,760
"3764","N=760",11.3605263157895,8,760
"3765","N=760",10.6828947368421,7,760
"3766","N=760",12.5828947368421,7,760
"3767","N=760",11.8171052631579,8,760
"3768","N=760",11.2578947368421,7,760
"3769","N=760",11.4460526315789,8,760
"3770","N=760",10.7986842105263,8,760
"3771","N=760",11.6065789473684,7,760
"3772","N=760",11.2026315789474,7,760
"3773","N=760",11.9131578947368,7,760
"3774","N=760",10.5184210526316,7,760
"3775","N=760",10.7407894736842,8,760
"3776","N=760",11.0973684210526,8,760
"3777","N=760",11.3381578947368,7,760
"3778","N=760",11.9302631578947,8,760
"3779","N=760",10.6934210526316,8,760
"3780","N=760",12.0697368421053,7,760
"3781","N=760",11.4921052631579,7,760
"3782","N=760",10.9631578947368,7,760
"3783","N=760",10.9276315789474,8,760
"3784","N=760",11.6421052631579,8,760
"3785","N=760",11.0736842105263,7,760
"3786","N=760",10.9526315789474,7,760
"3787","N=760",10.0815789473684,7,760
"3788","N=760",11.9184210526316,7,760
"3789","N=760",11.8921052631579,8,760
"3790","N=760",11.0052631578947,7,760
"3791","N=760",10.7842105263158,7,760
"3792","N=760",10.8921052631579,7,760
"3793","N=760",11.4223684210526,8,760
"3794","N=760",12.0078947368421,7,760
"3795","N=760",11.3605263157895,7,760
"3796","N=760",11.1,8,760
"3797","N=760",11.2315789473684,6,760
"3798","N=760",11.3657894736842,7,760
"3799","N=760",11.5855263157895,7,760
"3800","N=760",11.7710526315789,7,760
"3801","N=760",10.9960526315789,7,760
"3802","N=760",11.6868421052632,7,760
"3803","N=760",10.8868421052632,6,760
"3804","N=760",11.0315789473684,7,760
"3805","N=760",10.7144736842105,8,760
"3806","N=760",11.7842105263158,8,760
"3807","N=760",11.4605263157895,7,760
"3808","N=760",11.3684210526316,8,760
"3809","N=760",11.3447368421053,7,760
"3810","N=760",11.6144736842105,7,760
"3811","N=760",11.2447368421053,8,760
"3812","N=760",11.2131578947368,7,760
"3813","N=760",11.3526315789474,8,760
"3814","N=760",11.2184210526316,8,760
"3815","N=760",11.4473684210526,7,760
"3816","N=760",11.1907894736842,8,760
"3817","N=760",11.4065789473684,7,760
"3818","N=760",10.7328947368421,7,760
"3819","N=760",10.8934210526316,8,760
"3820","N=760",11.1618421052632,8,760
"3821","N=760",11.1907894736842,7,760
"3822","N=760",11.05,8,760
"3823","N=760",11.2105263157895,8,760
"3824","N=760",11.7710526315789,8,760
"3825","N=760",12.1315789473684,7,760
"3826","N=760",10.8381578947368,7,760
"3827","N=760",11.3723684210526,7,760
"3828","N=760",11.7105263157895,8,760
"3829","N=760",11.4184210526316,7,760
"3830","N=760",11.3513157894737,7,760
"3831","N=760",11.6644736842105,8,760
"3832","N=760",11.225,7,760
"3833","N=760",11.5434210526316,7,760
"3834","N=760",11.6618421052632,8,760
"3835","N=760",11.5118421052632,7,760
"3836","N=760",11.8684210526316,7,760
"3837","N=760",11.2644736842105,8,760
"3838","N=760",10.8921052631579,8,760
"3839","N=760",10.9078947368421,7,760
"3840","N=760",11.0407894736842,7,760
